,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,list
910,1404541720986071043,1404498701289148417,2021-06-15 03:50:16 SE Asia Standard Time,2021-06-15,03:50:16,700,1312105591695958016,thor46953,Thor46953,,@MWD_News @usairforce Rest In Peace 🐕🇺🇸🙏🏻💔,en,[],[],[],0,0,0,[],[],https://twitter.com/thor46953/status/1404541720986071043,False,,0,,,,,,,,"{'screen_name': 'MWD_News', 'name': 'MilitaryWorkingDogs', 'id': '276210502'}, {'screen_name': 'usairforce', 'name': 'U.S. Air Force', 'id': '19611483'}]",,,,,MWD_News
910,1404541720986071043,1404498701289148417,2021-06-15 03:50:16 SE Asia Standard Time,2021-06-15,03:50:16,700,1312105591695958016,thor46953,Thor46953,,@MWD_News @usairforce Rest In Peace 🐕🇺🇸🙏🏻💔,en,[],[],[],0,0,0,[],[],https://twitter.com/thor46953/status/1404541720986071043,False,,0,,,,,,,,"{'screen_name': 'MWD_News', 'name': 'MilitaryWorkingDogs', 'id': '276210502'}, {'screen_name': 'usairforce', 'name': 'U.S. Air Force', 'id': '19611483'}]",,,,,usairforce
911,1404541687343501317,1404511195806285824,2021-06-15 03:50:08 SE Asia Standard Time,2021-06-15,03:50:08,700,1112757606152654848,azurengames,"『Azuren』⭐ Rest in Peace, Miura",,"@Dara__02 @RverseTrashyy You're right, it might even fucking be younger.",en,[],[],[],0,0,0,[],[],https://twitter.com/AzurenGames/status/1404541687343501317,False,,0,,,,,,,,"{'screen_name': 'Dara__02', 'name': 'Dara', 'id': '897233949231132673'}, {'screen_name': 'RverseTrashyy', 'name': 'Trashyy', 'id': '922193563680694272'}]",,,,,Dara__02
911,1404541687343501317,1404511195806285824,2021-06-15 03:50:08 SE Asia Standard Time,2021-06-15,03:50:08,700,1112757606152654848,azurengames,"『Azuren』⭐ Rest in Peace, Miura",,"@Dara__02 @RverseTrashyy You're right, it might even fucking be younger.",en,[],[],[],0,0,0,[],[],https://twitter.com/AzurenGames/status/1404541687343501317,False,,0,,,,,,,,"{'screen_name': 'Dara__02', 'name': 'Dara', 'id': '897233949231132673'}, {'screen_name': 'RverseTrashyy', 'name': 'Trashyy', 'id': '922193563680694272'}]",,,,,RverseTrashyy
914,1404541584759312389,1404528315818467330,2021-06-15 03:49:43 SE Asia Standard Time,2021-06-15,03:49:43,700,1683753816,skelesarah,sarah,,"@achemicalmess god 95°??? rest in peace my friend, we shall sweat together",en,[],[],[],1,0,1,[],[],https://twitter.com/skelesarah/status/1404541584759312389,False,,0,,,,,,,,"{'screen_name': 'achemicalmess', 'name': '✨✨✨Montse✨✨✨', 'id': '114413459'}]",,,,,achemicalmess
915,1404541556002942977,1404334366575054848,2021-06-15 03:49:36 SE Asia Standard Time,2021-06-15,03:49:36,700,1282778785855635456,shimpirutuja,Rutuja,,"@VertigoWarrior Khairiyat pucho kabhi to kaifiyat pucho, Tumhare bin deewane ka kya haal hai,dil mera dekho na meri haisiyat pucho,tere bin ek din jaise 100 saal hai...missed you shush rest in peace dear ❤",hi,[],[],[],0,0,0,[],[],https://twitter.com/ShimpiRutuja/status/1404541556002942977,False,,0,,,,,,,,"{'screen_name': 'VertigoWarrior', 'name': 'Vertigo_Warrior', 'id': '1102881990703898624'}]",,,,,VertigoWarrior
916,1404541495697358853,1404532823973941248,2021-06-15 03:49:22 SE Asia Standard Time,2021-06-15,03:49:22,700,1112757606152654848,azurengames,"『Azuren』⭐ Rest in Peace, Miura",,"@MightyMax44 @_wotta @notaxation Until then, just enjoy being able to select Performance and Resolution modes at the same time on PS4 games.",en,[],[],[],1,0,0,[],[],https://twitter.com/AzurenGames/status/1404541495697358853,False,,0,,,,,,,,"{'screen_name': 'MightyMax44', 'name': 'Max', 'id': '512769388'}, {'screen_name': '_wotta', 'name': ""Joe 'wotta' Anderson 🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f⚽️🎮"", 'id': '58914651'}, {'screen_name': 'notaxation', 'name': 'Colin Moriarty', 'id': '88001676'}]",,,,,MightyMax44
916,1404541495697358853,1404532823973941248,2021-06-15 03:49:22 SE Asia Standard Time,2021-06-15,03:49:22,700,1112757606152654848,azurengames,"『Azuren』⭐ Rest in Peace, Miura",,"@MightyMax44 @_wotta @notaxation Until then, just enjoy being able to select Performance and Resolution modes at the same time on PS4 games.",en,[],[],[],1,0,0,[],[],https://twitter.com/AzurenGames/status/1404541495697358853,False,,0,,,,,,,,"{'screen_name': 'MightyMax44', 'name': 'Max', 'id': '512769388'}, {'screen_name': '_wotta', 'name': ""Joe 'wotta' Anderson 🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f⚽️🎮"", 'id': '58914651'}, {'screen_name': 'notaxation', 'name': 'Colin Moriarty', 'id': '88001676'}]",,,,,_wotta
916,1404541495697358853,1404532823973941248,2021-06-15 03:49:22 SE Asia Standard Time,2021-06-15,03:49:22,700,1112757606152654848,azurengames,"『Azuren』⭐ Rest in Peace, Miura",,"@MightyMax44 @_wotta @notaxation Until then, just enjoy being able to select Performance and Resolution modes at the same time on PS4 games.",en,[],[],[],1,0,0,[],[],https://twitter.com/AzurenGames/status/1404541495697358853,False,,0,,,,,,,,"{'screen_name': 'MightyMax44', 'name': 'Max', 'id': '512769388'}, {'screen_name': '_wotta', 'name': ""Joe 'wotta' Anderson 🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f⚽️🎮"", 'id': '58914651'}, {'screen_name': 'notaxation', 'name': 'Colin Moriarty', 'id': '88001676'}]",,,,,notaxation
917,1404541402860560389,1404481802165788685,2021-06-15 03:49:00 SE Asia Standard Time,2021-06-15,03:49:00,700,20499110,aberus,Aleksander Berus 🦁,,"@RebeccaSlatkin Yes, he exists or he was - Rest in Peace, but there are videos on his channel from which we can still learn 🙏  https://t.co/SvLa9om5cc",en,[],['https://www.youtube.com/channel/UC5hWk56PCwg1D11kDgtMg_w'],[],0,0,0,[],[],https://twitter.com/aberus/status/1404541402860560389,False,,0,,,,,,,,"{'screen_name': 'RebeccaSlatkin', 'name': 'Rebecca (Slatkin) Sloane', 'id': '20249612'}]",,,,,RebeccaSlatkin
918,1404541399962472452,1404540628843835399,2021-06-15 03:48:59 SE Asia Standard Time,2021-06-15,03:48:59,700,1255968508468498435,talha_goat,Talha🐐 (RIP Alex🙏) May your soul rest in peace,,@LM10_Angad 😔😔,und,[],[],[],1,0,0,[],[],https://twitter.com/Talha_GOAT/status/1404541399962472452,False,,0,,,,,,,,"{'screen_name': 'LM10_Angad', 'name': 'Angad ¹⁰', 'id': '1308946100615876608'}]",,,,,LM10_Angad
919,1404541369209835528,1404532823973941248,2021-06-15 03:48:52 SE Asia Standard Time,2021-06-15,03:48:52,700,1112757606152654848,azurengames,"『Azuren』⭐ Rest in Peace, Miura",,"@MightyMax44 @_wotta @notaxation For now? Sit tight. Pragmata and Little Devil Inside are nice little things to consider, but also remember that Sucker Punch has been quiet on development ever since GoT Legends released. FFXVI is also going to be a PS5 exclusive, and potentially the rest of FFVIIR, too.",en,[],[],[],1,0,1,[],[],https://twitter.com/AzurenGames/status/1404541369209835528,False,,0,,,,,,,,"{'screen_name': 'MightyMax44', 'name': 'Max', 'id': '512769388'}, {'screen_name': '_wotta', 'name': ""Joe 'wotta' Anderson 🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f⚽️🎮"", 'id': '58914651'}, {'screen_name': 'notaxation', 'name': 'Colin Moriarty', 'id': '88001676'}]",,,,,MightyMax44
919,1404541369209835528,1404532823973941248,2021-06-15 03:48:52 SE Asia Standard Time,2021-06-15,03:48:52,700,1112757606152654848,azurengames,"『Azuren』⭐ Rest in Peace, Miura",,"@MightyMax44 @_wotta @notaxation For now? Sit tight. Pragmata and Little Devil Inside are nice little things to consider, but also remember that Sucker Punch has been quiet on development ever since GoT Legends released. FFXVI is also going to be a PS5 exclusive, and potentially the rest of FFVIIR, too.",en,[],[],[],1,0,1,[],[],https://twitter.com/AzurenGames/status/1404541369209835528,False,,0,,,,,,,,"{'screen_name': 'MightyMax44', 'name': 'Max', 'id': '512769388'}, {'screen_name': '_wotta', 'name': ""Joe 'wotta' Anderson 🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f⚽️🎮"", 'id': '58914651'}, {'screen_name': 'notaxation', 'name': 'Colin Moriarty', 'id': '88001676'}]",,,,,_wotta
919,1404541369209835528,1404532823973941248,2021-06-15 03:48:52 SE Asia Standard Time,2021-06-15,03:48:52,700,1112757606152654848,azurengames,"『Azuren』⭐ Rest in Peace, Miura",,"@MightyMax44 @_wotta @notaxation For now? Sit tight. Pragmata and Little Devil Inside are nice little things to consider, but also remember that Sucker Punch has been quiet on development ever since GoT Legends released. FFXVI is also going to be a PS5 exclusive, and potentially the rest of FFVIIR, too.",en,[],[],[],1,0,1,[],[],https://twitter.com/AzurenGames/status/1404541369209835528,False,,0,,,,,,,,"{'screen_name': 'MightyMax44', 'name': 'Max', 'id': '512769388'}, {'screen_name': '_wotta', 'name': ""Joe 'wotta' Anderson 🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f⚽️🎮"", 'id': '58914651'}, {'screen_name': 'notaxation', 'name': 'Colin Moriarty', 'id': '88001676'}]",,,,,notaxation
920,1404541369033519104,1404526367971155971,2021-06-15 03:48:52 SE Asia Standard Time,2021-06-15,03:48:52,700,1232847692432166912,boafae,!Eli! | Rest in peace Kentaro Miura.,,@pakunodaswrld @andyyouareastar deez nuts,en,[],[],[],1,1,1,[],[],https://twitter.com/boafae/status/1404541369033519104,False,,0,,,,,,,,"{'screen_name': 'pakunodaswrld', 'name': 'MAY', 'id': '1321594680786780164'}, {'screen_name': 'andyyouareastar', 'name': 'andie pogggggg~ 🍵 🍀', 'id': '4847291238'}]",,,,,pakunodaswrld
920,1404541369033519104,1404526367971155971,2021-06-15 03:48:52 SE Asia Standard Time,2021-06-15,03:48:52,700,1232847692432166912,boafae,!Eli! | Rest in peace Kentaro Miura.,,@pakunodaswrld @andyyouareastar deez nuts,en,[],[],[],1,1,1,[],[],https://twitter.com/boafae/status/1404541369033519104,False,,0,,,,,,,,"{'screen_name': 'pakunodaswrld', 'name': 'MAY', 'id': '1321594680786780164'}, {'screen_name': 'andyyouareastar', 'name': 'andie pogggggg~ 🍵 🍀', 'id': '4847291238'}]",,,,,andyyouareastar
921,1404541365455892496,1404478983996153858,2021-06-15 03:48:51 SE Asia Standard Time,2021-06-15,03:48:51,700,1371348200490156048,leleie6,Lelei E,,"@ItsMoran_ Will miss him too, May his soul RIP same to the soul of lady Joyce laboso, Chris kirubi may almighty God give them eternal ✌peace in heaven",en,[],[],[],0,0,0,[],[],https://twitter.com/LeleiE6/status/1404541365455892496,False,,0,,,,,,,,"{'screen_name': 'ItsMoran_', 'name': 'Moran 𓅓', 'id': '759250519'}]",,,,,ItsMoran_
924,1404541237911343110,1404536385512501248,2021-06-15 03:48:20 SE Asia Standard Time,2021-06-15,03:48:20,700,1193223489282625537,guzmaphantom,Guzma,,@DollarOmegamanX Rest in peace young one,en,[],[],[],0,0,1,[],[],https://twitter.com/GuzmaPhantom/status/1404541237911343110,False,,0,,,,,,,,"{'screen_name': 'DollarOmegamanX', 'name': 'Dollar Omega ❁', 'id': '1299471529877544960'}]",,,,,DollarOmegamanX
926,1404541177412554754,1404537210616090625,2021-06-15 03:48:06 SE Asia Standard Time,2021-06-15,03:48:06,700,1234682430482608133,realjsharma,Jay Sharma 🇺🇸😷,,@KwikWarren When will #MoscowMitch Rest In Peace? 🤨,en,[],[],[],0,0,0,['moscowmitch'],[],https://twitter.com/realJSharma/status/1404541177412554754,False,,0,,,,,,,,"{'screen_name': 'KwikWarren', 'name': 'Kenny BooYah! 🖖🏾', 'id': '842432472'}]",,,,,KwikWarren
928,1404541049448587270,1404537784996618253,2021-06-15 03:47:35 SE Asia Standard Time,2021-06-15,03:47:35,700,744337286,warriorboss2,WarriorBoss,,@MissBdalFAL Sorry to hear this. May he Rest In Peace. Prayers to you and your family,en,[],[],[],0,0,1,[],[],https://twitter.com/warriorboss2/status/1404541049448587270,False,,0,,,,,,,,"{'screen_name': 'MissBdalFAL', 'name': 'Miss BdalFAL', 'id': '967225249556201473'}]",,,,,MissBdalFAL
929,1404541046030311428,1404534191321194503,2021-06-15 03:47:35 SE Asia Standard Time,2021-06-15,03:47:35,700,1035252184110321665,frenchieeeboi,"hugo, rest in peace mayu",,@notorious__vex Easy  https://t.co/ogphm6ABGZ,en,[],[],"['https://pbs.twimg.com/media/E33uoVIWQAEWmXL.jpg', 'https://pbs.twimg.com/media/E33uoliX0Ac3_Es.jpg', 'https://pbs.twimg.com/media/E33uo0sXwAASp59.jpg']",0,0,2,[],[],https://twitter.com/Frenchieeeboi/status/1404541046030311428,False,,1,https://pbs.twimg.com/media/E33uoVIWQAEWmXL.jpg,,,,,,,"{'screen_name': 'notorious__vex', 'name': 'vex', 'id': '1167171602469052417'}]",,,,,notorious__vex
934,1404540906036936707,1404480706445598721,2021-06-15 03:47:01 SE Asia Standard Time,2021-06-15,03:47:01,700,1295698309756198913,jatoizargham,Zargham Raza Jatoi,,@AbsarAlamHaider Rest in Peace these are real defender of this country  ....Salute to these Jawans ..,en,[],[],[],0,0,0,[],[],https://twitter.com/JatoiZargham/status/1404540906036936707,False,,0,,,,,,,,"{'screen_name': 'AbsarAlamHaider', 'name': 'Absar Alam', 'id': '852800771141672961'}]",,,,,AbsarAlamHaider
935,1404540824981999622,1404233619170861058,2021-06-15 03:46:42 SE Asia Standard Time,2021-06-15,03:46:42,700,3201687399,volpe_noreen,Noreen Volpe,,@gettv Rest in Peace.,en,[],[],[],0,0,0,[],[],https://twitter.com/volpe_noreen/status/1404540824981999622,False,,0,,,,,,,,"{'screen_name': 'gettv', 'name': 'getTV', 'id': '1325510838'}]",,,,,gettv
937,1404540815083511814,1404474445746552834,2021-06-15 03:46:40 SE Asia Standard Time,2021-06-15,03:46:40,700,929609301039214592,jmudiera,John Mudiera,,@WanjalaHon @TheODMparty I join others in mourning the sudden death of jakoyo midiwo . May his soul rest in peace.,en,[],[],[],0,0,0,[],[],https://twitter.com/JMudiera/status/1404540815083511814,False,,0,,,,,,,,"{'screen_name': 'WanjalaHon', 'name': 'Hon. Raphael Wanjala, Mp', 'id': '1026493253934305281'}, {'screen_name': 'TheODMparty', 'name': 'The ODM Party', 'id': '817259084'}]",,,,,WanjalaHon
937,1404540815083511814,1404474445746552834,2021-06-15 03:46:40 SE Asia Standard Time,2021-06-15,03:46:40,700,929609301039214592,jmudiera,John Mudiera,,@WanjalaHon @TheODMparty I join others in mourning the sudden death of jakoyo midiwo . May his soul rest in peace.,en,[],[],[],0,0,0,[],[],https://twitter.com/JMudiera/status/1404540815083511814,False,,0,,,,,,,,"{'screen_name': 'WanjalaHon', 'name': 'Hon. Raphael Wanjala, Mp', 'id': '1026493253934305281'}, {'screen_name': 'TheODMparty', 'name': 'The ODM Party', 'id': '817259084'}]",,,,,TheODMparty
941,1404540686058274821,1404533809756966919,2021-06-15 03:46:09 SE Asia Standard Time,2021-06-15,03:46:09,700,1025485916708712449,cannedbirds,Sald🐒,,@F4keWh0remoans May you rest in peace,en,[],[],[],1,0,1,[],[],https://twitter.com/Cannedbirds/status/1404540686058274821,False,,0,,,,,,,,"{'screen_name': 'F4keWh0remoans', 'name': 'P3nisUnavailab1e', 'id': '1328373804515684352'}]",,,,,F4keWh0remoans
945,1404540494244315137,1404228604561563649,2021-06-15 03:45:23 SE Asia Standard Time,2021-06-15,03:45:23,700,2863931608,debiwinter01,BummleB,,@BvuePD Rest In Peace brother💙,en,[],[],[],0,0,0,[],[],https://twitter.com/debiwinter01/status/1404540494244315137,False,,0,,,,,,,,"{'screen_name': 'BvuePD', 'name': 'Bellevue, WA Police', 'id': '339802641'}]",,,,,BvuePD
946,1404540429580840967,1404405420769177601,2021-06-15 03:45:08 SE Asia Standard Time,2021-06-15,03:45:08,700,392503563,zeezaluv,A.Z BABY,,@DJRoJay May his soul rest in peace Ro. I’m so sorry ♥️,en,[],[],[],1,0,1,[],[],https://twitter.com/zeezaluv/status/1404540429580840967,False,,0,,,,,,,,"{'screen_name': 'DJRoJay', 'name': 'The 18th Gemini.', 'id': '37084123'}]",,,,,DJRoJay
948,1404540415202643970,1404513436940181506,2021-06-15 03:45:04 SE Asia Standard Time,2021-06-15,03:45:04,700,304818777,dr_neham,Dr. Neha mishra,,@drasmalhi My condolences and respect.. Rest in peace sir.,en,[],[],[],0,0,0,[],[],https://twitter.com/dr_NehaM/status/1404540415202643970,False,,0,,,,,,,,"{'screen_name': 'drasmalhi', 'name': 'Dr Amarinder Singh Malhi MBBS/MD/DM@aiims_newdelhi', 'id': '2894327814'}]",,,,,drasmalhi
951,1404540362333511680,1404478983996153858,2021-06-15 03:44:52 SE Asia Standard Time,2021-06-15,03:44:52,700,2356261420,patric_githaiga,Paetrk,,@ItsMoran_ I watched him on the AM Live NTV show for quite a while. He was such a witty person.  May he rest in peace.,en,[],[],[],0,0,0,[],[],https://twitter.com/patric_githaiga/status/1404540362333511680,False,,0,,,,,,,,"{'screen_name': 'ItsMoran_', 'name': 'Moran 𓅓', 'id': '759250519'}]",,,,,ItsMoran_
952,1404540309875433475,1404494575650156546,2021-06-15 03:44:39 SE Asia Standard Time,2021-06-15,03:44:39,700,780790339791572996,eston_sabari,Eston Sabari,,@florence_mutua So sad Rest in peace Hon. Jakoyo,tl,[],[],[],0,0,0,[],[],https://twitter.com/eston_sabari/status/1404540309875433475,False,,0,,,,,,,,"{'screen_name': 'florence_mutua', 'name': 'Hon Florence Mutua, CBS, MP', 'id': '475691798'}]",,,,,florence_mutua
953,1404540286680903683,1209872467931598848,2021-06-15 03:44:34 SE Asia Standard Time,2021-06-15,03:44:34,700,550233312,tumechanuka,Tumechanuka,,@dnahinga Hii ni mwaka ya ku ambiana ukwli DRIP ..Do Not Rest In Peace,tl,[],[],[],0,0,1,[],[],https://twitter.com/tumechanuka/status/1404540286680903683,False,,0,,,,,,,,"{'screen_name': 'dnahinga', 'name': 'Nahinga', 'id': '260140483'}]",,,,,dnahinga
955,1404540156489703426,1404224947430428672,2021-06-15 03:44:03 SE Asia Standard Time,2021-06-15,03:44:03,700,183313635,bosslady_za,1520Vutta,,"@_chrisp04 May she Rest in Peace, and many Happy miles on your car 🇿🇦  https://t.co/FUEhbW5nCv",en,[],[],['https://pbs.twimg.com/media/E33t0v6XMAUiQOH.jpg'],0,0,4,[],[],https://twitter.com/bosslady_za/status/1404540156489703426,False,,1,https://pbs.twimg.com/media/E33t0v6XMAUiQOH.jpg,,,,,,,"{'screen_name': '_chrisp04', 'name': 'chris', 'id': '3689232382'}]",,,,,_chrisp04
957,1404540061111263241,1404538842582036485,2021-06-15 03:43:40 SE Asia Standard Time,2021-06-15,03:43:40,700,41540760,shivoa,Dr Jess Birch 🛡🏳️‍🌈,,"@AliceAvizandum RIP in peace Alice, murdered [in French] over four days.",en,[],[],[],0,0,3,[],[],https://twitter.com/Shivoa/status/1404540061111263241,False,,0,,,,,,,,"{'screen_name': 'AliceAvizandum', 'name': 'assigned military aged male at birth', 'id': '20770892'}]",,,,,AliceAvizandum
959,1404540003288588295,1404370804725452801,2021-06-15 03:43:26 SE Asia Standard Time,2021-06-15,03:43:26,700,3201687399,volpe_noreen,Noreen Volpe,,@BBCNews Rest in Peace.,en,[],[],[],0,0,0,[],[],https://twitter.com/volpe_noreen/status/1404540003288588295,False,,0,,,,,,,,"{'screen_name': 'BBCNews', 'name': 'BBC News (UK)', 'id': '612473'}]",,,,,BBCNews
961,1404539973202636801,1404429994839838720,2021-06-15 03:43:19 SE Asia Standard Time,2021-06-15,03:43:19,700,567774670,ardiutamaguna,Arak dari bali,,"@BadmintonTalk Medali  Olimpiade MD 2008 yg terakhir  diraih indo ,semoga tahun ini bisa direbut kembali.❤️. Rest In Peace kido🦋",in,[],[],[],0,0,0,[],[],https://twitter.com/ArdiUtamaGuna/status/1404539973202636801,False,,0,,,,,,,,"{'screen_name': 'BadmintonTalk', 'name': 'Badminton Talk', 'id': '2941773157'}]",,,,,BadmintonTalk
962,1404539941191831552,1404539641529880578,2021-06-15 03:43:11 SE Asia Standard Time,2021-06-15,03:43:11,700,955229361652883458,fcumeezus,miguel camilo 🇨🇴,,@Complex Rest In Peace King,en,[],[],[],0,0,10,[],[],https://twitter.com/FCUMeezus/status/1404539941191831552,False,,0,,,,,,,,"{'screen_name': 'Complex', 'name': 'Complex', 'id': '13049362'}]",,,,,Complex
963,1404539917246644232,1404458030310342658,2021-06-15 03:43:06 SE Asia Standard Time,2021-06-15,03:43:06,700,1245621764429774850,penny38555832,Penny Ellen 💙3.5% 🇪🇺 #rejoinEU,,@mickrow66 @SkyNews Rest in peace,en,[],[],[],0,0,0,[],[],https://twitter.com/penny38555832/status/1404539917246644232,False,,0,,,,,,,,"{'screen_name': 'mickrow66', 'name': 'Staynor 66', 'id': '423038048'}, {'screen_name': 'SkyNews', 'name': 'Sky News', 'id': '7587032'}]",,,,,mickrow66
963,1404539917246644232,1404458030310342658,2021-06-15 03:43:06 SE Asia Standard Time,2021-06-15,03:43:06,700,1245621764429774850,penny38555832,Penny Ellen 💙3.5% 🇪🇺 #rejoinEU,,@mickrow66 @SkyNews Rest in peace,en,[],[],[],0,0,0,[],[],https://twitter.com/penny38555832/status/1404539917246644232,False,,0,,,,,,,,"{'screen_name': 'mickrow66', 'name': 'Staynor 66', 'id': '423038048'}, {'screen_name': 'SkyNews', 'name': 'Sky News', 'id': '7587032'}]",,,,,SkyNews
967,1404539699620888584,1404532823973941248,2021-06-15 03:42:14 SE Asia Standard Time,2021-06-15,03:42:14,700,1112757606152654848,azurengames,"『Azuren』⭐ Rest in Peace, Miura",,"@MightyMax44 @_wotta @notaxation Well, Colin's original post was a comparison post, so that would set a similar topic for subthreads.  I can't relate. I've never been pleased at a console's launch despite always wanting to own the launch system for no other reason but to have it. But this gen gave me Demon's.",en,[],[],[],1,0,1,[],[],https://twitter.com/AzurenGames/status/1404539699620888584,False,,0,,,,,,,,"{'screen_name': 'MightyMax44', 'name': 'Max', 'id': '512769388'}, {'screen_name': '_wotta', 'name': ""Joe 'wotta' Anderson 🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f⚽️🎮"", 'id': '58914651'}, {'screen_name': 'notaxation', 'name': 'Colin Moriarty', 'id': '88001676'}]",,,,,MightyMax44
967,1404539699620888584,1404532823973941248,2021-06-15 03:42:14 SE Asia Standard Time,2021-06-15,03:42:14,700,1112757606152654848,azurengames,"『Azuren』⭐ Rest in Peace, Miura",,"@MightyMax44 @_wotta @notaxation Well, Colin's original post was a comparison post, so that would set a similar topic for subthreads.  I can't relate. I've never been pleased at a console's launch despite always wanting to own the launch system for no other reason but to have it. But this gen gave me Demon's.",en,[],[],[],1,0,1,[],[],https://twitter.com/AzurenGames/status/1404539699620888584,False,,0,,,,,,,,"{'screen_name': 'MightyMax44', 'name': 'Max', 'id': '512769388'}, {'screen_name': '_wotta', 'name': ""Joe 'wotta' Anderson 🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f⚽️🎮"", 'id': '58914651'}, {'screen_name': 'notaxation', 'name': 'Colin Moriarty', 'id': '88001676'}]",,,,,_wotta
967,1404539699620888584,1404532823973941248,2021-06-15 03:42:14 SE Asia Standard Time,2021-06-15,03:42:14,700,1112757606152654848,azurengames,"『Azuren』⭐ Rest in Peace, Miura",,"@MightyMax44 @_wotta @notaxation Well, Colin's original post was a comparison post, so that would set a similar topic for subthreads.  I can't relate. I've never been pleased at a console's launch despite always wanting to own the launch system for no other reason but to have it. But this gen gave me Demon's.",en,[],[],[],1,0,1,[],[],https://twitter.com/AzurenGames/status/1404539699620888584,False,,0,,,,,,,,"{'screen_name': 'MightyMax44', 'name': 'Max', 'id': '512769388'}, {'screen_name': '_wotta', 'name': ""Joe 'wotta' Anderson 🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f⚽️🎮"", 'id': '58914651'}, {'screen_name': 'notaxation', 'name': 'Colin Moriarty', 'id': '88001676'}]",,,,,notaxation
968,1404539692301885440,1404461976189820932,2021-06-15 03:42:12 SE Asia Standard Time,2021-06-15,03:42:12,700,1181951421052329984,oscario_mp4,Oscario,,@YuBPlays rest in peace 😔,en,[],[],[],0,0,0,[],[],https://twitter.com/oscario_mp4/status/1404539692301885440,False,,0,,,,,,,,"{'screen_name': 'YuBPlays', 'name': 'YuB', 'id': '2315966155'}]",,,,,YuBPlays
969,1404539638434471944,1404451641521213440,2021-06-15 03:41:59 SE Asia Standard Time,2021-06-15,03:41:59,700,1150025731516370945,kasmikmugyenyi,Kasmik Mugyenyi,,@BrendaJassy2 Rest in peace ✌,en,[],[],[],0,0,1,[],[],https://twitter.com/KasmikMugyenyi/status/1404539638434471944,False,,0,,,,,,,,"{'screen_name': 'BrendaJassy2', 'name': 'Brenda🌚🌟', 'id': '1293977132226547712'}]",,,,,BrendaJassy2
970,1404539626404999168,1404529776040185859,2021-06-15 03:41:56 SE Asia Standard Time,2021-06-15,03:41:56,700,1161373916423696384,crescntdarkmoon,Esmeray,,@MShiph ((Rest in peace poor creature. Shiph doesn't even eat the meat,en,[],[],[],0,0,1,[],[],https://twitter.com/CrescntDarkMoon/status/1404539626404999168,False,,0,,,,,,,,"{'screen_name': 'MShiph', 'name': 'Mr.Shiph🃏', 'id': '1394287661431484417'}]",,,,,MShiph
972,1404539577231085574,1404187884136153089,2021-06-15 03:41:44 SE Asia Standard Time,2021-06-15,03:41:44,700,923222937221689345,debbieb3033,Debbie Baker,,@_SJPeace_ My ignorance of this is horrifying to me... May she rest in peace... And all the other brave souls who are murdered by their occupiers,en,[],[],[],0,0,0,[],[],https://twitter.com/DebbieB3033/status/1404539577231085574,False,,0,,,,,,,,"{'screen_name': '_SJPeace_', 'name': 'StanceGrounded', 'id': '716432228'}]",,,,,_SJPeace_
977,1404539373366910976,1404537321467252737,2021-06-15 03:40:56 SE Asia Standard Time,2021-06-15,03:40:56,700,1232847692432166912,boafae,!Eli! | Rest in peace Kentaro Miura.,,@ShinigamiLux wow!,und,[],[],[],0,0,1,[],[],https://twitter.com/boafae/status/1404539373366910976,False,,0,,,,,,,,"{'screen_name': 'ShinigamiLux', 'name': '☾𝙇𝙪𝙭 ☾', 'id': '1301709493223350272'}]",,,,,ShinigamiLux
980,1404539336880689155,1404507695009390592,2021-06-15 03:40:47 SE Asia Standard Time,2021-06-15,03:40:47,700,234682450,louluvgossip,Louise Swinburne,,@CentralPig Rest In Peace Serenity💔❤💓🌈🌈🌈🌈xxx,en,[],[],[],0,0,1,[],[],https://twitter.com/louluvgossip/status/1404539336880689155,False,,0,,,,,,,,"{'screen_name': 'CentralPig', 'name': 'Guinea Pig Central', 'id': '1030971543583698949'}]",,,,,CentralPig
